RecordId,Address,Zip_Original,Species,Diameter,Condition,Wires,Sidewalk_Condition,Support_Structure,Borough,Longitude,Latitude,Zip_New,CensusTract_2010,CensusBlock_2010,SegmentID,Spc_Common,Spc_Latin,Location
172,199 CHAMBERS ST,10013,GLTR,3,Excellent,None,Good,None,Manhattan,-74.012281,40.71692,10013,39,3000,31478,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.71692, -74.012281)"
173,199 CHAMBERS ST,10013,GLTR,3,Excellent,None,Good,None,Manhattan,-74.012281,40.71692,10013,39,3000,31478,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.71692, -74.012281)"
174,290 BROADWAY,10007,OSVI,4,Excellent,None,Good,None,Manhattan,-74.005823,40.714754,10007,31,1016,23405,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.714754, -74.005823)"
175,290 BROADWAY,10007,OSVI,4,Excellent,None,Good,None,Manhattan,-74.005823,40.714754,10007,31,1016,23405,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.714754, -74.005823)"
176,199 CHAMBERS ST,10013,GLTR,3,Dead,None,Good,None,Manhattan,-74.012281,40.71692,10013,39,3000,31478,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.71692, -74.012281)"
177,290 BROADWAY,10007,OSVI,4,Excellent,None,Good,None,Manhattan,-74.005823,40.714754,10007,31,1016,23405,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.714754, -74.005823)"
178,199 CHAMBERS ST,10013,QUPA,5,Excellent,None,Good,Stakes / Wires,Manhattan,-74.012281,40.71692,10013,39,3000,31478,"OAK, PIN",QUERCUS PALUSTRIS,"(40.71692, -74.012281)"
179,199 CHAMBERS ST,10013,QUPA,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.012281,40.71692,10013,39,3000,31478,"OAK, PIN",QUERCUS PALUSTRIS,"(40.71692, -74.012281)"
180,199 CHAMBERS ST,10013,QUPA,5,Excellent,None,Good,Stakes / Wires,Manhattan,-74.012281,40.71692,10013,39,3000,31478,"OAK, PIN",QUERCUS PALUSTRIS,"(40.71692, -74.012281)"
181,199 CHAMBERS ST,10013,QUPA,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.012281,40.71692,10013,39,3000,31478,"OAK, PIN",QUERCUS PALUSTRIS,"(40.71692, -74.012281)"
182,199 CHAMBERS ST,10013,QUPA,5,Excellent,None,Good,Stakes / Wires,Manhattan,-74.012281,40.71692,10013,39,3000,31478,"OAK, PIN",QUERCUS PALUSTRIS,"(40.71692, -74.012281)"
183,295 GREENWICH ST,10007,QUPA,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,"OAK, PIN",QUERCUS PALUSTRIS,"(40.716033, -74.01102)"
184,295 GREENWICH ST,10007,QUPA,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,"OAK, PIN",QUERCUS PALUSTRIS,"(40.716033, -74.01102)"
185,295 GREENWICH ST,10007,QUPA,5,Poor,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,"OAK, PIN",QUERCUS PALUSTRIS,"(40.716033, -74.01102)"
186,295 GREENWICH ST,10007,QUPA,4,Poor,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,"OAK, PIN",QUERCUS PALUSTRIS,"(40.716033, -74.01102)"
187,295 GREENWICH ST,10007,GLTR,7,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
188,295 GREENWICH ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
189,295 GREENWICH ST,10007,GLTR,5,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
190,295 GREENWICH ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
191,295 GREENWICH ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
192,295 GREENWICH ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
193,295 GREENWICH ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.01102,40.716033,10007,21,2001,23244,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.716033, -74.01102)"
194,275 GREENWICH ST,10007,GLTR,5,Excellent,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
195,275 GREENWICH ST,10007,GLTR,3,Good,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
196,275 GREENWICH ST,10007,GLTR,4,Good,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
197,275 GREENWICH ST,10007,GLTR,3,Good,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
198,275 GREENWICH ST,10007,GLTR,3,Good,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
199,275 GREENWICH ST,10007,GLTR,3,Good,None,Good,None,Manhattan,-74.011244,40.715203,10007,21,2004,23242,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715203, -74.011244)"
200,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
201,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
202,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
203,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
204,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
205,75 PARK PL,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
206,75 PARK PL,10007,GLTR,4,Good,None,Good,None,Manhattan,-74.011514,40.714287,10007,21,2005,23247,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714287, -74.011514)"
207,49 W BROADWAY,10007,GLTR,6,Good,None,Good,Stakes / Wires,Manhattan,-74.010369,40.714086,10007,21,1006,257494,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714086, -74.010369)"
208,49 W BROADWAY,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.010369,40.714086,10007,21,1006,257494,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714086, -74.010369)"
209,30 W BROADWAY,10007,GIBI,7,Excellent,None,Good,None,Manhattan,-74.010674,40.713713,10007,21,2009,23246,GINKGO,GINKGO BILOBA,"(40.713713, -74.010674)"
210,30 W BROADWAY,10007,GIBI,8,Excellent,None,Good,None,Manhattan,-74.010674,40.713713,10007,21,2009,23246,GINKGO,GINKGO BILOBA,"(40.713713, -74.010674)"
211,30 W BROADWAY,10007,GIBI,6,Excellent,None,Good,None,Manhattan,-74.010674,40.713713,10007,21,2009,23246,GINKGO,GINKGO BILOBA,"(40.713713, -74.010674)"
214,101 BARCLAY ST,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
215,101 BARCLAY ST,10007,GIBI,6,Dead,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
216,101 BARCLAY ST,10007,GIBI,6,Poor,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
217,101 BARCLAY ST,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
218,101 BARCLAY ST,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
219,101 BARCLAY ST,10007,GIBI,6,Good,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
220,101 BARCLAY ST,10007,GIBI,5,Good,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
221,140 PARK PL,10007,QUPA,9,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
222,140 PARK PL,10007,QUPA,8,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
223,140 PARK PL,10007,QUPA,10,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
224,140 PARK PL,10007,QUPA,8,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
225,140 PARK PL,10007,QUPA,9,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
226,140 PARK PL,10007,QUPA,9,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
227,140 PARK PL,10007,QUPA,8,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
228,140 PARK PL,10007,QUPA,7,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,"OAK, PIN",QUERCUS PALUSTRIS,"(40.714984, -74.013076)"
229,140 PARK PL,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
230,140 PARK PL,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
231,140 PARK PL,10007,GIBI,6,Dead,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
232,140 PARK PL,10007,GIBI,6,Dead,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
233,140 PARK PL,10007,GIBI,7,Dead,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
234,140 PARK PL,10007,GIBI,6,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
235,140 PARK PL,10007,GIBI,6,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
236,140 PARK PL,10007,GIBI,7,Poor,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
237,140 PARK PL,10007,GIBI,4,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
238,140 PARK PL,10007,GIBI,7,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
239,140 PARK PL,10007,GIBI,5,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
240,140 PARK PL,10007,GIBI,5,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
241,140 PARK PL,10007,GIBI,4,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
242,140 PARK PL,10007,GIBI,5,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
243,140 PARK PL,10007,GIBI,4,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
244,140 PARK PL,10007,GIBI,5,Good,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
245,140 PARK PL,10007,GIBI,5,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
246,140 PARK PL,10007,GIBI,4,Excellent,None,Good,None,Manhattan,-74.013076,40.714984,10007,21,2006,162338,GINKGO,GINKGO BILOBA,"(40.714984, -74.013076)"
247,83 MURRAY ST,10007,GLTR,7,Good,None,Good,None,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
248,83 MURRAY ST,10007,GLTR,7,Excellent,None,Good,None,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
249,83 MURRAY ST,10007,GLTR,6,Good,None,Good,Stakes / Wires,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
250,83 MURRAY ST,10007,GLTR,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
251,83 MURRAY ST,10007,GLTR,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
252,83 MURRAY ST,10007,GLTR,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
253,83 MURRAY ST,10007,GLTR,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.011115,40.714808,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714808, -74.011115)"
254,71 MURRAY ST,10007,GLTR,6,Excellent,None,Good,Stakes / Wires,Manhattan,-74.01047,40.714531,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714531, -74.01047)"
255,71 MURRAY ST,10007,GLTR,5,Excellent,None,Good,None,Manhattan,-74.01047,40.714531,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714531, -74.01047)"
256,69 MURRAY ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.010363,40.714484,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714484, -74.010363)"
257,67 MURRAY ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.010255,40.714438,10007,21,2004,23249,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.714438, -74.010255)"
258,83 WARREN ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.010533,40.715332,10007,21,2004,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715332, -74.010533)"
259,83 WARREN ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.010533,40.715332,10007,21,2004,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715332, -74.010533)"
260,92 WARREN ST,10007,GLTR,5,Excellent,None,Good,None,Manhattan,-74.010902,40.715499,10007,21,2001,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715499, -74.010902)"
261,92 WARREN ST,10007,GLTR,6,Excellent,None,Good,None,Manhattan,-74.010902,40.715499,10007,21,2001,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.715499, -74.010902)"
262,94 WARREN ST,10007,GLTR,3,Good,None,Good,Stakes / Wires,Manhattan,-74.010993,40.71554,10007,21,2001,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.71554, -74.010993)"
263,94 WARREN ST,10007,GLTR,7,Excellent,None,Good,None,Manhattan,-74.010993,40.71554,10007,21,2001,23251,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.71554, -74.010993)"
264,393 CANAL ST,10013,PLAC,24,Excellent,None,Good,None,Manhattan,-74.004846,40.721516,10013,47,2005,31875,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.721516, -74.004846)"
265,17 THOMPSON ST,10013,PLAC,19,Excellent,None,Good,None,Manhattan,-74.004543,40.722606,10013,47,2006,110917,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.722606, -74.004543)"
266,17 THOMPSON ST,10013,PLAC,16,Excellent,None,Good,None,Manhattan,-74.004543,40.722606,10013,47,2006,110917,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.722606, -74.004543)"
267,17 THOMPSON ST,10013,PLAC,16,Excellent,None,Good,None,Manhattan,-74.004543,40.722606,10013,47,2006,110917,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.722606, -74.004543)"
268,17 THOMPSON ST,10013,GIBI,9,Excellent,None,Good,None,Manhattan,-74.004543,40.722606,10013,47,2006,110917,GINKGO,GINKGO BILOBA,"(40.722606, -74.004543)"
269,17 THOMPSON ST,10013,GIBI,9,Good,None,Good,Guard Strangling,Manhattan,-74.004543,40.722606,10013,47,2006,110917,GINKGO,GINKGO BILOBA,"(40.722606, -74.004543)"
270,30 GRAND ST,10013,SOJA,3,Good,None,Good,None,Manhattan,-74.004602,40.722799,10013,47,2002,31874,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.722799, -74.004602)"
271,30 GRAND ST,10013,SOJA,3,Good,None,Good,None,Manhattan,-74.004602,40.722799,10013,47,2002,31874,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.722799, -74.004602)"
272,49 GRAND ST,10013,TICO,4,Excellent,None,Good,None,Manhattan,-74.003859,40.722431,10013,47,2005,32099,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.722431, -74.003859)"
273,49 GRAND ST,10013,TICO,4,Excellent,None,Good,None,Manhattan,-74.003859,40.722431,10013,47,2005,32099,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.722431, -74.003859)"
274,49 GRAND ST,10013,TICO,3,Excellent,None,Good,None,Manhattan,-74.003859,40.722431,10013,47,2005,32099,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.722431, -74.003859)"
275,340 W BROADWAY,10013,SOJA,3,Good,None,Good,None,Manhattan,-74.003703,40.722459,10013,47,2003,32103,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.722459, -74.003703)"
276,349 W BROADWAY,10013,QURU,6,Good,None,Good,Guard Strangling,Manhattan,-74.00342,40.722791,10013,47,2009,32103,"OAK, NORTHERN RED",QUERCUS RUBRA,"(40.722791, -74.00342)"
277,349 W BROADWAY,10013,PLAC,7,Good,None,Good,Guard Strangling,Manhattan,-74.00342,40.722791,10013,47,2009,32103,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.722791, -74.00342)"
278,351 W BROADWAY,10013,UNKSTMP,0,Stump,None,Good,None,Manhattan,-74.003373,40.722846,10013,47,2009,32103,UNKNOWN STUMP,UNKNOWN STUMP ,"(40.722846, -74.003373)"
279,351 W BROADWAY,10013,UNKSTMP,0,Stump,None,Good,None,Manhattan,-74.003373,40.722846,10013,47,2009,32103,UNKNOWN STUMP,UNKNOWN STUMP ,"(40.722846, -74.003373)"
280,355 W BROADWAY,10013,GIBI,5,Excellent,None,Good,None,Manhattan,-74.003278,40.722958,10013,47,2009,32103,GINKGO,GINKGO BILOBA,"(40.722958, -74.003278)"
281,361 W BROADWAY,10013,SOJA,7,Excellent,None,Good,None,Manhattan,-74.003134,40.723126,10013,47,2009,32103,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.723126, -74.003134)"
282,364 W BROADWAY,10013,SOJA,8,Excellent,None,Good,None,Manhattan,-74.003093,40.723175,10013,47,2003,32103,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.723175, -74.003093)"
283,366 W BROADWAY,10013,PYCA,5,Excellent,None,Good,None,Manhattan,-74.003043,40.723234,10013,47,2003,32103,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.723234, -74.003043)"
284,360 W BROADWAY,10013,UNKSTMP,0,Stump,None,Good,None,Manhattan,-74.003195,40.723055,10013,47,2003,32103,UNKNOWN STUMP,UNKNOWN STUMP ,"(40.723055, -74.003195)"
287,32 WATTS ST,10013,UNKDEAD,0,Dead,None,Good,None,Manhattan,-74.004604,40.723592,10013,47,2001,32100,UNKNOWN DEAD TREES,UNKNOWN DEAD TREES ,"(40.723592, -74.004604)"
288,32 WATTS ST,10013,UNKDEAD,0,Dead,None,Good,None,Manhattan,-74.004604,40.723592,10013,47,2001,32100,UNKNOWN DEAD TREES,UNKNOWN DEAD TREES ,"(40.723592, -74.004604)"
289,59 SULLIVAN ST,10012,ACSA1,7,Excellent,None,Good,None,Manhattan,-74.004211,40.724255,10012,47,1001,32120,"MAPLE, SILVER",ACER SACCHARINUM,"(40.724255, -74.004211)"
290,59 SULLIVAN ST,10012,SOJA,3,Excellent,None,Good,Stakes / Wires,Manhattan,-74.004211,40.724255,10012,47,1001,32120,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.724255, -74.004211)"
291,59 SULLIVAN ST,10012,GIBI,3,Excellent,None,Good,None,Manhattan,-74.004211,40.724255,10012,47,1001,32120,GINKGO,GINKGO BILOBA,"(40.724255, -74.004211)"
292,63 SULLIVAN ST,10012,GIBI,4,Excellent,None,Good,None,Manhattan,-74.004109,40.724377,10012,47,1001,32120,GINKGO,GINKGO BILOBA,"(40.724377, -74.004109)"
293,65 SULLIVAN ST,10012,TICO,6,Good,None,Good,None,Manhattan,-74.004057,40.724439,10012,47,1001,32120,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.724439, -74.004057)"
294,67 SULLIVAN ST,10012,TICO,5,Excellent,None,Good,None,Manhattan,-74.004007,40.724499,10012,47,1001,32120,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.724499, -74.004007)"
295,71 SULLIVAN ST,10012,PLAC,10,Poor,None,Good,None,Manhattan,-74.003904,40.724622,10012,47,1001,32120,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.724622, -74.003904)"
296,77 SULLIVAN ST,10012,TICO,6,Excellent,None,Good,None,Manhattan,-74.00375,40.724806,10012,47,1001,32120,"LINDEN, LITTLE LEAF",TILIA CORDATA,"(40.724806, -74.00375)"
297,77 SULLIVAN ST,10012,PLAC,7,Excellent,None,Good,None,Manhattan,-74.00375,40.724806,10012,47,1001,32120,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.724806, -74.00375)"
298,81 SULLIVAN ST,10012,SOJA,7,Excellent,None,Good,None,Manhattan,-74.003648,40.724928,10012,47,1001,32120,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.724928, -74.003648)"
299,81 SULLIVAN ST,10012,ZESE,5,Excellent,None,Good,None,Manhattan,-74.003648,40.724928,10012,47,1001,32120,"ZELKOVA, JAPANESE",ZELKOVA SERRATA,"(40.724928, -74.003648)"
300,83 SULLIVAN ST,10012,ZESE,5,Good,None,Good,None,Manhattan,-74.003597,40.724988,10012,47,1001,32120,"ZELKOVA, JAPANESE",ZELKOVA SERRATA,"(40.724988, -74.003597)"
301,83 SULLIVAN ST,10012,UNKSTMP,0,Stump,None,Good,None,Manhattan,-74.003597,40.724988,10012,47,1001,32120,UNKNOWN STUMP,UNKNOWN STUMP ,"(40.724988, -74.003597)"
302,83 SULLIVAN ST,10012,PYCA,6,Good,None,Good,None,Manhattan,-74.003597,40.724988,10012,47,1001,32120,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.724988, -74.003597)"
303,83 SULLIVAN ST,10012,GIBI,4,Good,None,Good,None,Manhattan,-74.003597,40.724988,10012,47,1001,32120,GINKGO,GINKGO BILOBA,"(40.724988, -74.003597)"
304,202 SPRING ST,10012,PLAC,9,Excellent,None,Good,None,Manhattan,-74.003387,40.725255,10012,47,1000,110924,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.725255, -74.003387)"
305,202 SPRING ST,10012,PYCA,4,Excellent,None,Good,None,Manhattan,-74.003387,40.725255,10012,47,1000,110924,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.725255, -74.003387)"
306,202 SPRING ST,10012,PYCA,2,Excellent,None,Good,Stakes / Wires,Manhattan,-74.003387,40.725255,10012,47,1000,110924,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.725255, -74.003387)"
307,200 SPRING ST,10012,SOJA,13,Excellent,None,Good,None,Manhattan,-74.003366,40.725245,10012,47,1001,32132,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.725245, -74.003366)"
308,200 SPRING ST,10012,SOJA,8,Excellent,None,Good,None,Manhattan,-74.003366,40.725245,10012,47,1001,32132,JAPANESE PAGODA TREE,SOPHORA JAPONICA,"(40.725245, -74.003366)"
309,186 SPRING ST,10012,GLTR,11,Excellent,None,Good,None,Manhattan,-74.002794,40.724966,10012,47,1001,32132,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.724966, -74.002794)"
310,190 SPRING ST,10012,GLTR,10,Excellent,None,Good,None,Manhattan,-74.002957,40.725045,10012,47,1001,32132,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.725045, -74.002957)"
311,196 SPRING ST,10012,GLTR,4,Excellent,None,Good,None,Manhattan,-74.003202,40.725165,10012,47,1001,32132,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.725165, -74.003202)"
